date,narrative
2006-10-06 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED AN INTOXICATED STUDENT IN NEED OF ASSISTANCE.  UNIT DISPATCHED.  PFARS RESPONDED AND TRANSPORTED THE UNDERAGED INDIVIDUAL TO UMCP.  REPORT FILED; CASE REFERRED. "
2006-10-06 00:00:00,"RP, A DPS STAFF MEMBER, REPORTED GRAFFITI ON THE NORTH WALL OF THE BUILDING.  UNIT DISPATCHED.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2006-10-06 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THAT SHE BURNT HER ARM.  UNIT DISPATCHED.  VICTIM WAS TAKEN FOR TREATMENT.  REPORT FILED; CASE REFERERED. "
2006-10-06 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED AN ELDERLY MALE HAD PASSED OUT AND HIT HIS HEAD.  UNITS DISPATCHED.  PFARS RESPONDED AND TRANSPORTED THE INDIVIDUAL TO UMCP.  REPORT FILED; CASE REFERRED. "
2006-10-06 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THE THEFT OF A LOCKED BICYCLE FROM THE NEW GRADUATE COLLEGE BICYCLE RACKS. UNIT DISPATCHED.  REPORT FILED; CASE REFERRED. "
2006-10-06 00:00:00,"RP, A PRINCETON UNIVERSITY GRADUATE STUDENT, REPORTED A MOTOR VEHICLE ACCIDENT WITHOUT INJURIES.  UNIT DISPATCHED.  REPORT FILED; CASE REFERRED. "
2006-10-06 00:00:00,"RP, A DPS STAFF MEMBER, OBSERVED AN INTOXICATED STUDENT IN NEED OF ASSISTANCE.  DPS TRANSPORTED THE UNDERAGED INDIVIDUAL TO UHS.  REPORT FILED; CASE REFERRED. "
2006-10-06 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED AN INTOXICATED STUDENT IN NEED OF ASSISTANCE.  UNIT DISPATCHED.  DPS RESPONDED AND TRANSPORTED AN UNDERAGED STUDENT TO UHS.  REPORT FILED; CASE REFERRED. "
2006-10-06 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED HER VEHICLE HAD BEEN BROKEN INTO AND ITEMS WERE STOLEN.  UNIT DISPATCHED.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2006-10-06 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED LOUD MUSIC.  UNITS DISPATCHED.  THE INVESTIGATION REVEALED A PARTY IN PROGRESS, MUSIC WAS TURNED OFF AND PARTY DISBURSED.  ALCOHOL VIOLATIONS WERE OBSERVED.  REPORT FILED; CASE REFERRED. "
2006-10-09 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED THE THEFT OF TWO PAINTINGS.  UNIT DISPATCHED.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2006-10-09 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THEIR VEHICLE WAS BROKEN INTO.  UNIT DISPATCHED. INVESTIGATION REVEALED THAT THE VEHICLE WAS ENTERED AND AN ITEM WAS STOLEN.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2006-10-09 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED RECEIVING A HARASSING E-MAIL.  UNIT DISPATCHED.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2006-10-09 00:00:00,"RP, A DPS STAFF MEMBER, REPORTED OBSERVING A VEHICLE WITH A BROKEN WINDOW.  FURTHER INVESTIGATION REVEALED SOMEONE BROKE THE WINDOW, ENTERED THE VEHICLE AND STOLE ITEMS.  REPORT FILED, INVESTIGATION TO CONTINUE. "
2006-10-10 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED THAT A PRINCETON UNIVERSITY STUDENT WALKED IN AND REQUESTED TRANSPORTATION TO UNIVERSITY HEALTH SERVICES FOR A KNEE INJURY.  UNIT DISPATCHED.  DPS STAFF MEMBER TRANSPORTED THE STUDENT TO UHS AND THEN TO UNIVERSITY MEDICAL CENTER AT PRINCETON.  REPORT FILED; CASE REFERRED. Date/Time: "
2006-10-10 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED AN INTOXICATED STUDENT IN NEED OF ASSISTANCE.  UNITS DISPATCHED.  PFARS RESPONDED AND TRANSPORTED THE UNDERAGED INDIVIDUAL TO UMCP.  REPORT FILED; CASE REFERRED. "
2006-10-10 00:00:00,"RP,  A PBPD DISPATCHER, REPORTED A MINOR MOTOR VEHICLE ACCIDENT WITHOUT INJURIES IN PARKING LOT 22.  UNIT DISPATCHED.  REPORT FILED; CASE REFERRED. "
2006-10-10 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REQUESTED PFARS FOR A 16 YEAR OLD VISITOR TO CAMPUS WHO FAINTED.  DPS AND PFARS DISPATCHED.  THE INDIVIDUAL WAS TRANSPORTED TO UMCP BY PFARS.  REPORT FILED; CASE REFERRED. "
2006-10-10 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED AN UNKNOWN PERSON(S) LEFT BOTTLES IN A HALLWAY WHICH APPEARED TO CONTAIN URINE.  UNIT DISPATCHED.  BUILDING SERVICES REMOVED THE BOTTLES.  UNIT RESPONDED.  REPORT FILED; CASE REFERRED. "
2006-10-11 00:00:00,"RP, A PTPD OFFICER, REPORTED AN INTOXICATED UNDERAGE STUDENT WAS DROPPED OFF AT UMCP BY AN UNKNOWN PERSON.  UNIT DISPATCHED.  UHS NOTIFIED.  REPORT FILED; CASE REFERRED. "
2006-10-11 00:00:00,"RP, A UHS STAFF MEMBER, REQUESTED A TRANSPORT TO UMCP FOR A STUDENT HAVING AN ALLERGIC REACTION TO EATING A PRODUCT CONTAINING PEANUTS.  UNIT DISPATCHED ALONG WITH PFARS.  THE STUDENT REFUSED MEDICAL TRANSPORT BY PFARS.  REPORT FILED; CASE REFERRED. "
2006-10-12 00:00:00,"RP, A DPS STAFF MEMBER, HEARD ON THE SCANNER THAT THE PBPD RESPONDED TO A DIESEL FUEL LEAK IN THE WILD OATS PARKING LOT ADJACENT TO LOT #2.  UNIT DISPATCHED.  DPS ASSISTED PBPD, PRINCETON FIRE DEPARTMENT AND TRENTON HAZMAT TEAM WITH THE HAZMAT SPILL.  EHS, BUILDING AND GROUNDS, E-QUAD  MAINTENANCE, COMMUNICATIONS AND THE ENVIRONMENTAL COMPLIANCE OFFICER NOTIFIED.  REPORT FILED; CASE REFERRED. "
2006-10-12 00:00:00,"RP, A DPS STAFF MEMBER, REPORTED A MALE STUDENT IN NEED OF ASSISTANCE.  DPS TRANSPORTED THE "
2006-10-12 00:00:00,"RP, A FRIST STAFF MEMBER, REPORTED AN INTOXICATED STUDENT IN NEED OF ASSISTANCE.  UNIT DISPATCHED.  DPS TRANSPORTED THE UNDERAGE INTOXICATED STUDENT TO UHS.  REPORT FILED; CASE REFERRED. "
2006-10-12 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED THE APPARENT THEFT OF A GOLF CART FROM JADWIN GYM.  UNIT DISPATCHED.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2006-10-12 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED A VISITOR TO THE CAMPUS WAS FEELING ILL.  UNITS DISPATCHED.  PERSON WAS GIVEN SOMETHING TO EAT AND FELT BETTER.  NO FURTHER ASSISTANCE WAS REQUIRED.  NO REPORT FILED. "
2006-10-12 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED GRAFFITI WRITTEN ON THE SIDEWALK OUTSIDE OF AN APARTMENT.  UNIT DISPATCHED.  REPORT FILED; INVESTIGATION TO CONTINUE. 10/12/2006 11:19:00 AM "
2006-10-12 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THE THEFT OF AN UNLOCKED BICYCLE FROM THE NORTH SIDE OF GUYOT HALL.  UNIT DISPATCHED.  REPORT FILED. Date/Time: "
2006-10-15 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED A NON AFFILIATED INDIVIDUAL IN NEED OF ASSISTANCE.  UNIT DISPATCHED.  INDIVIDUAL ALONG WITH AN  UNDERAGE PRINCETON UNIVERSITY STUDENT WERE TRANSPORTED TO UHS.  REPORT FILED; CASE REFERRED. "
2006-10-15 00:00:00,"RP, A DPS STAFF MEMBER, REPORTED A PERSON RIDING A BIKE THAT WAS FAR TOO SMALL FOR THE INDIVIDUAL.  UNIT DISPATCHED.  INVESTIGATION REVEALED THE INDIVIDUAL ADMITTED TO TAKING THE BIKE.  THE SUSPECT WAS IDENTIFIED AND RELEASED.  REPORT FILED; CASE REFERRED. 10/16/2006 6:07:00 AM "
2006-10-15 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THE APPARENT THEFT OF A LOCKED BICYCLE.  UNIT DISPATCHED.  A CABLE LOCK HAD BEEN CUT, AND WAS TAKEN INTO EVIDENCE.  NO SUSPECTS OR WITNESSES DEVELOPED.  REPORT FILED; CASE REFERRED. "
2006-10-16 00:00:00,"RP, A NON-AFFILIATED INDIVIDUAL, REPORTED TO 200 ELM DRIVE WITH HER VEHICLE.  OWNER STATED IT WAS SCRATCHED EARLIER IN THE DAY WHILE PARKED IN LOT 7.  THE INDIVIDUAL WAS GIVEN A SR-1 REPORT FORM. NO REPORT FILED. "
2006-10-16 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED THE THEFT OF TWO UNLOCKED BICYCLES FROM HIS RESIDENCE.  UNIT DISPATCHED.  NO SUSPECTS WERE DEVELOPED.  REPORT FILED; CASE REFERRED. "
2006-10-16 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED UNKNOWN PERSON(S) DAMAGED A ROUND MIRROR UTILIZED FOR BACKING TRUCKS OUT OF THE LOADING DOCK.  UNIT DISPATCHED.  INVESTIGATION REVEALED A PROBABLE ROCK WAS THE CAUSE.  REPORT FILED; CASE REFERRED. 10/16/2006 12:56:00 PM "
2006-10-16 00:00:00,"RP, A UHS STAFF MEMBER, REQUESTED THE PRINCETON FIRST AID SQUAD TO BE DISPATCHED FOR A MALE STUDENT HAVING AN ALLERGIC REACTION.  UNIT DISPATCHED.  PFARS RESPONDED AND TRANSPORTED TO UMCP.  REPORT FILED; CASE REFERRED. "
2006-10-17 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THE APPARENT THEFT OF A LOCKED BICYCLE.  UNIT DISPATCHED.  AREA CHECKED WITH NEGATIVE RESULTS.  NO SUSPECTS OR WITNESSES DEVELOPED.  REPORT FILED. Case No.: Location: Classification: "
2006-10-17 00:00:00,"RP, A DPS STAFF MEMBER, REPORTED THAT AN A-1 CAMPUS SHUTTLE BUS STRUCK THE RAILROAD CROSSING GATE.  NO INJURIES WERE REPORTED.  UNIT DISPATCHED.  REPORT FILED;CASE REFERRED. "
2006-10-17 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THE APPARENT THEFT OF A BICYCLE.  UNIT DISPATCHED. INVESTIGATION REVEALED THAT THE STUDENT HAD LOANED A BICYCLE TO ANOTHER STUDENT AND WAS LAST SEEN ON 10/13/06 AT LITTLE HALL. SUSPECT WAS DEVELOPED.  REPORT FILED; CASE REFERRED. "
2006-10-18 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED APPROXIMATELY 6 PERSONS SETTING OFF FIREWORKS IN THE AREA OF THE RETENTION BASIN.  UNITS DISPATCHED.  INVESTIGATION REVEALED STUDENTS WERE INVOLVED.  REPORT FILED; CASE REFERRED. "
2006-10-18 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED A PERSON ATE FOOD WITHOUT PAYING AT THE FRIST CAMPUS CENTER.  UNITS DISPATCHED.  A SUBJECT WAS CHALLENGED AND PAID FOR THE FOOD.  REPORT FILED; CASE REFERRED. "
2006-10-18 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER,  REPORTED A MV ACCIDENT BY FRIST AND UHS.  UNITS DISPATCHED.  VEHICLE HIT A WALL SUSTAINING SIGNIFICANT DAMAGE.  OPERATOR WAS NOT INJURED AND REFUSED MEDICAL TREATMENT.  VEHICLE WAS TOWED AWAY.  REPORT FILED; CASE REFERRED. "
2006-10-19 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED AN INTOXICATED STUDENT IN NEED OF ASSISTANCE.  UNIT DISPATCHED.  DPS TRANSPORTED THE UNDERAGE INTOXICATED STUDENT TO UHS.  REPORT FILED; CASE REFERRED. "
2006-10-19 00:00:00,"RP, THE PARENT OF PRINCETON UNIVERSITY VISITOR, REPORTED THAT SOMEONE REMOVED A CELLULAR PHONE FROM HER SON'S BACKPACK WHILE HE WAS ATTENDING A FOOTBALL GAME ON 10/13/06. UNIT DISPATCHED.  NO SUSPECT WAS DEVELOPED.  REPORT FILED; CASE REFERRED. "
2006-10-19 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED THAT A STAFF MEMBER HAD TRIPPED OVER A STOOL AND FELL TO THE GROUND.  UNIT DISPATCHED.  DPS TRANSPORTED THE VICTIM TO UHS. REPORT FILED; CASE REFERRED. "
2006-10-19 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED GRAFFITI IN THE MEN'S BATHROOM.  UNIT DISPATCHED.  OFFICER REPORTED BLACK MARKER HAD BEEN USED ON WALL.  BUILDING SERVICES RESPONDED AND REMOVED GRAFFITI.  NO SUSPECTS OR WITNESS DEVELOPED.  REPORT FILED. "
2006-10-20 00:00:00,A CAMPUS SAFETY ALERT WAS SENT TO THE UNIVERSITY COMMUNITY CONCERNING ROADWAY CLOSURES CAUSED BY WEATHER CONDITIONS.  HARRISON STREET CLOSED FROM HARTLEY AVE TO RT. 1.  FACULTY RD. WAS CLOSED FROM WASHINGTON RD. TO FITZRANDOLPH RD. TREES DOWN WERE THE CAUSE. 
2006-10-20 00:00:00,"RP, A PBPD OFFICER, REPORTED ARRESTING TWO UNIVERSITY STUDENTS ON NASSAU STREET FOR POSSESSION OF FALSE DOCUMENTS AFTER THE TWO ATTEMPTED TO PURCHASE ALCOHOL IN THE BOROUGH OF PRINCETON. REPORT FILED; CASE REFERRED. "
2006-10-20 00:00:00,"RP, A PBPD STAFF MEMBER, REPORTED A MEMBER OF THE CLASS OF 1936 SUSTAINED A LACERATION ON THE BACK OF HIS HAND.  THE LOCATION IS THE RECEPTION AREA.  UNITS DISPATCHED.  A BANDAID WAS USED ON THE LACERATION.  NO REPORT FILED. "
2006-10-20 00:00:00,"RP, A DPS STAFF MEMBER, REPORTED AN INDIVIDUAL WAS UNCONSCIOUS NEAR THE DENUNZIO CIRCLE.  UNITS DISPATCHED.  PFARS RESPONDED AND TRANSPORTED THE 26 YEAR OLD NON-AFFILIATED VICTIM TO UMCP.  REPORT FILED; CASE REFERRED. "
2006-10-20 00:00:00,"RP, A DPS STAFF MEMBER, REPORTED DAMAGE TO THE FIELD NEAR THE BOAT LAUNCH AREA. VEHICLES PARKED ON THE FIELD CAUSING DAMAGE.  INVESTIGATION REVEALED THE LOCK WAS MISSING FROM THE GATE AND PERSONS UNKNOWN OPENED THE GATE AND CARS ENTERED.  NO REPORT FILED AT THIS TIME. "
2006-10-20 00:00:00,"RP, A DPS STAFF MEMBER, REPORTED A STUDENT WITH A SPRAINED ANKLE AT THE SOUTHWEST GATE#1.  PFARS RESPONDED AND TRANSPORTED THE 19 YEAR OLD VICTIM TO UHS.  REPORT FILED; CASE REFERRED. "
2006-10-20 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED A FEMALE STUDENT KICKED HIM IN THE LEG, INSIDE THE TERRACE CLUB.  UNIT DISPATCHED.  PBPD IS INVESTIGATING THIS INCIDENT.  REPORT FILED; CASE REFERRED. "
2006-10-20 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED AN INTOXICATED INDIVIDUAL IN NEED OF MEDICAL ASSISTANCE.  UNIT DISPATCHED.  THE UNDERAGE STUDENT WAS TRANSPORTED TO UHS.  REPORT FILED; CASE REFERRED. Case No.: Location: Classification: "
2006-10-20 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED AN INTOXICATED STUDENT IN NEED OF ASSISTANCE.  UNIT DISPATCHED.  PFARS RESPONDED AND TRANSPORTED AN 18 YEAR OLD STUDENT TO UMCP.  REPORT FILED; CASE REFERRED. "
2006-10-20 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED HIS UNIVERSITY VEHICLE WAS STRUCK ON MERCER STREET.  A PBPD OFFICER INVESTIGATED THIS ACCIDENT.  NO DPS REPORT FILED; CASE REFERRED. "
2006-10-20 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED HER VEHICLE WAS HIT BY A FALLEN TREE WHILE PARKED ON UNIVERSITY PLACE NEAR THE U-STORE.  THE INDIVIDUAL WAS ESCORTED TO THE PBPD TO FILE A REPORT.  NO REPORT FILED BY DPS. "
2006-10-20 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED THE APPARENT THEFT OF A CASE OF FROZEN FOOD FROM THE BUTLER-WILSON DINING HALL.  UNIT DISPATCHED.  NO SUSPECT DEVELOPED.  REPORT FILED, INVESTIGATION TO CONTINUE. "
2006-10-20 00:00:00,"RP, A DPS STAFF MEMBER, OBSERVED AN ALUMNUS WITH AN OPEN CONTAINER IN THE ""A"" ENTRY.  A VERBAL WARNING WAS GIVEN AND THE BOTTLE WAS EMPTIED AND THROWN AWAY.  NO REPORT FILED. "
2006-10-20 00:00:00,
2006-10-20 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REQUESTED DPS TO TRANSPORT A STUDENT TO UMCP.  UNIT DISPATCHED.  INVESTIGATION REVEALED THE STUDENT INJURED HIS SHOULDER WHILE PLAYING FOOTBALL WITH FRIENDS.  REPORT FILED; CASE REFERRED. "
2006-10-20 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORT THAT AN INDIVIDUAL WAS SLEEPING IN THE GALLERY AREA.  UNITS DISPATCHED.  INVESTIGATION REVEALED AN INTOXICATED ALUMNUS.  PFARS RESPONDED AND THE INDIVIDUAL REFUSED MEDICAL ASSISTANCE.  NO REPORT FILED; CASE CLOSED. "
2006-10-20 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THE APPARENT THEFT OF AN UNLOCKED BICYCLE.  THE AREA WAS CHECKED WITH NEGATIVE RESULTS.  NO SUSPECTS OR WITNESSES DEVELOPED.  REPORT FILED; CASE REFERRED. Case No.: Location: Classification: "
2006-10-20 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED AN INTOXICATED  STUDENT IN NEED OF ASSISTANCE.  "
2006-10-20 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED AN INTOXICATED STUDENT IN NEED OF ASSISTANCE.  UNIT DISPATCHED.  DPS TRANSPORTED THE UNDERAGE INDIVIDUAL TO UHS.  REPORT FILED; CASE REFERRED. "
2006-10-23 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED THAT SOMEONE URINATED INTO TRASH CANS, AND BOTTLES LEFT IN THE HALLWAY WITHIN ENTRY TWO.  UNIT DISPATCHED.  NO WITNESSES OR SUSPECTS WERE DEVELOPED. REPORT FILED; INVESTIGATION TO CONTINUE. Date/Time: "
2006-10-23 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED THAT APPROXIMATELY 25 PEOPLE CARRYING ANTI ABORTION SIGNS WERE WALKING ON WILLIAMS STREET TOWARDS WASHINGTON ROAD. UNITS DISPATCHED.  INVESTIGATION REVEALED THEY WERE ON PUBLIC PROPERTY.  PBPD ADVISED.  GROUP ADVISED THE BOUNDARIES OF THE UNIVERSITY PROPERTY.  REPORT FILED; CASE CLOSED. "
2006-10-23 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED THE APPARENT THEFT OF HIS WALLET.  UNIT DISPATCHED.  VICTIM LEFT HIS WALLET IN HIS OFFICE AND LEFT FOR A PERIOD OF TIME.  UPON RETURN HE DISCOVERED THE WALLET MISSING.  NO SUSPECT WAS DEVELOPED.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2006-10-24 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED A STUDENT HAVING A HEADACHE.  UNITS DISPATCHED.  INVESTIGATION REVEALED THE STUDENT FELL WHILE ON A TILE FLOOR.  PFARS DISPATCHED.  THE STUDENT REFUSED MEDICAL ATTENTION.  REPORT FILED; CASE REFERRED. "
2006-10-24 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THE THE THEFT OF A BANNER ON THE NIGHT OF 10/21/06.  UNIT DISPATCHED.  NO WITNESSES OR SUSPECTS WERE DEVELOPED.  REPORT FILED; CASE REFERRED. "
2006-10-26 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED AN INDIVIDUAL ILLEGALLY DUMPING OLD CARPET INTO A UNIVERSITY DUMPSTER.  UNIT DISPATCHED.  INVESTIGATION REVEALED A SUSPECT.  INVESTIGATOR CHARGED SUSPECT WITH THEFT OF SERVICES.  REPORT FILED; CASE REFERRED. 10/26/2006 8:29:00 PM "
2006-10-26 00:00:00,"RP, A UNIVERSITY STAFF MEMBER, REPORTED AN 82 YEAR OLD WOMAN PASSED OUT IN THE FACULTY ROOM.  UNITS DISPATCHED.  PFARS DISPATCHED AND RESPONDED.  VICTIM REFUSED TREATMENT AND SIGNED AN RMA FORM.  DPS REMAINED ON SCENE UNTIL A FRIEND TRANSPORTED THE VICTIM HOME.  NO REPORT FILED. "
2006-10-26 00:00:00,"RP, A DPS STAFF MEMBER, REPORTED AN INTOXICATED STUDENT IN NEED OF ASSISTANCE.  UNIT DISPATCHED.  DPS TRANSPORTED THE UNDERAGE STUDENT TO UHS.  REPORT FILED; CASE REFERRED. "
2006-10-26 00:00:00,"RP, A DPS STAFF MEMBER, RECEIVED AN ACTIVATED FIRE ALARM.  UNITS DISPATCHED.  A GENERAL AUDIBLE SOUNDED.  OFFICERS FOUND THE CAUSE TO BE AN ACTIVATED PULLBOX LOCATED ON THE SECOND FLOOR (M1-17).  NO SIGN OF SMOKE OR FIRE.  APPROXIMATELY 60 INDIVIDUALS EVACUATED FROM THE BUILDING.  OFFICERS RESET THE PULLBOX.  REPORT FILED, CASE REFERRED. "
2006-10-29 00:00:00,"RP, AN ANONYMOUS STUDENT, REPORTED AN INTOXICATED PERSON IN NEED OF MEDICAL ATTENTION.  UNIT DISPATCHED.  DPS RESPONDED AND TRANSPORTED THE UNDERAGE INTOXICATED STUDENT TO UHS.  REPORT FILED; CASE REFERRED. "
2006-10-29 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED SOMEONE MARKED A BULLETIN BOARD WITH CHALK.  UNIT DISPATCHED.  NO WITNESSES OR SUSPECTS WERE DEVELOPED.  THE BOARD WAS MARKED AT LEAST TWO MONTHS AGO.  A WORK ORDER WAS SUBMITTED.  REPORT FILED; CASE CLOSED. "
2006-10-30 00:00:00,"RP, THE CHIEF OF THE PFARS, REPORTED UNKNOWN PERSONS SMASHED THE WINDSHIELD ON THE PFARS EMERGENCY RESPONSE CAR LOCATED IN THE DILLON PARKING LOT.  UNIT DISPATCHED.  NO SUSPECT DEVELOPED.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2006-10-30 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED ITEMS STOLEN FROM A UNIVERSITY TRUCK WHICH WAS PARKED IN LOT 6.  UNIT DISPATCHED.  REPORT FILED; INVESTIGATION TO CONTINUE. "
